"id","subject_id","student_id","grade","time_of"
1483,2,e62b25,1,2023-04-27
1484,8,e62b25,8,2023-04-27
1485,1,e62b25,1,2023-04-27
1486,4,"960b19",10,2023-04-27
1487,2,"960b19",8,2023-04-27
1488,8,"960b19",8,2023-04-27
1489,1,"960b19",9,2023-04-27
1490,4,"807817",6,2023-04-27
1491,2,"807817",5,2023-04-27
1492,8,"807817",8,2023-04-27
1493,1,"807817",3,2023-04-27
1494,4,dcdc9b,10,2023-04-27
1495,2,dcdc9b,4,2023-04-27
1496,8,dcdc9b,11,2023-04-27
1497,1,dcdc9b,12,2023-04-27
1498,4,dcdc9b,8,2023-04-28
1499,5,dcdc9b,6,2023-04-28
1500,6,dcdc9b,3,2023-04-28
1501,3,dcdc9b,7,2023-04-28
1502,4,"275dd5",7,2023-04-28
1503,5,"275dd5",2,2023-04-28
1504,6,"275dd5",5,2023-04-28
1505,3,"275dd5",12,2023-04-28
1506,4,"3fb3e7",2,2023-04-28
1507,5,"3fb3e7",9,2023-04-28
1508,6,"3fb3e7",1,2023-04-28
1509,3,"3fb3e7",1,2023-04-28
1510,4,e62b25,6,2023-04-28
1511,5,e62b25,9,2023-04-28
1512,6,e62b25,8,2023-04-28
1513,3,e62b25,12,2023-04-28
1514,4,b93755,2,2023-04-28
1515,5,b93755,6,2023-04-28
1516,6,b93755,8,2023-04-28
1517,3,b93755,10,2023-04-28
1518,5,"2d2957",4,2023-05-01
1519,8,"2d2957",6,2023-05-01
1520,6,"2d2957",10,2023-05-01
1521,7,"2d2957",4,2023-05-01
1522,5,"98059a",5,2023-05-01
1523,8,"98059a",9,2023-05-01
1524,6,"98059a",2,2023-05-01
1525,7,"98059a",8,2023-05-01
1526,5,a482ef,4,2023-05-01
1527,8,a482ef,3,2023-05-01
1528,6,a482ef,12,2023-05-01
1529,7,a482ef,8,2023-05-01
1530,5,b39cee,5,2023-05-01
1531,8,b39cee,5,2023-05-01
1532,6,b39cee,6,2023-05-01
1533,7,b39cee,1,2023-05-01
1534,4,"5f76a8",1,2023-05-02
1535,3,"5f76a8",7,2023-05-02
1536,2,"5f76a8",2,2023-05-02
1537,6,"5f76a8",10,2023-05-02
1538,8,"5f76a8",11,2023-05-02
1539,4,"6f234a",8,2023-05-02
1540,3,"6f234a",12,2023-05-02
1541,2,"6f234a",10,2023-05-02
1542,6,"6f234a",6,2023-05-02
1543,8,"6f234a",9,2023-05-02
1544,4,"98059a",7,2023-05-02
1545,3,"98059a",5,2023-05-02
1546,2,"98059a",10,2023-05-02
1547,6,"98059a",5,2023-05-02
1548,8,"98059a",6,2023-05-02
1549,4,b85d7b,10,2023-05-02
1550,3,b85d7b,9,2023-05-02
1551,2,b85d7b,12,2023-05-02
1552,6,b85d7b,6,2023-05-02
1553,8,b85d7b,3,2023-05-02
1554,7,"80cc75",5,2023-05-03
1555,5,"80cc75",2,2023-05-03
1556,1,"80cc75",10,2023-05-03
1557,3,"80cc75",10,2023-05-03
1558,7,edbed6,3,2023-05-03
1559,5,edbed6,2,2023-05-03
1560,1,edbed6,6,2023-05-03
1561,3,edbed6,9,2023-05-03
1562,7,"000a1b",11,2023-05-03
1563,5,"000a1b",7,2023-05-03
1564,1,"000a1b",1,2023-05-03
1565,3,"000a1b",4,2023-05-03
1566,7,"807817",12,2023-05-03
1567,5,"807817",11,2023-05-03
1568,1,"807817",10,2023-05-03
1569,3,"807817",7,2023-05-03
1570,2,"960b19",7,2023-05-04
1571,8,"960b19",8,2023-05-04
1572,6,"960b19",4,2023-05-04
1573,7,"960b19",5,2023-05-04
1574,5,"960b19",11,2023-05-04
1575,2,edbed6,6,2023-05-04
1576,8,edbed6,8,2023-05-04
1577,6,edbed6,9,2023-05-04
1578,7,edbed6,8,2023-05-04
1579,5,edbed6,1,2023-05-04
1580,2,"6f234a",6,2023-05-04
1581,8,"6f234a",9,2023-05-04
1582,6,"6f234a",10,2023-05-04
1583,7,"6f234a",9,2023-05-04
1584,5,"6f234a",3,2023-05-04
1585,2,"3762de",9,2023-05-04
1586,8,"3762de",5,2023-05-04
1587,6,"3762de",2,2023-05-04
1588,7,"3762de",12,2023-05-04
1589,5,"3762de",5,2023-05-04
1590,6,"2d30ec",8,2023-05-05
1591,1,"2d30ec",12,2023-05-05
1592,2,"2d30ec",9,2023-05-05
1593,8,"2d30ec",7,2023-05-05
1594,4,"2d30ec",6,2023-05-05
1595,6,"40e0fe",10,2023-05-05
1596,1,"40e0fe",2,2023-05-05
1597,2,"40e0fe",5,2023-05-05
1598,8,"40e0fe",10,2023-05-05
1599,4,"40e0fe",7,2023-05-05
1600,6,b706e0,4,2023-05-05
1601,1,b706e0,7,2023-05-05
1602,2,b706e0,2,2023-05-05
1603,8,b706e0,4,2023-05-05
1604,4,b706e0,6,2023-05-05
1605,6,"3fb3e7",2,2023-05-05
1606,1,"3fb3e7",11,2023-05-05
1607,2,"3fb3e7",2,2023-05-05
1608,8,"3fb3e7",9,2023-05-05
1609,4,"3fb3e7",5,2023-05-05
1610,6,b85d7b,10,2023-05-05
1611,1,b85d7b,11,2023-05-05
1612,2,b85d7b,1,2023-05-05
1613,8,b85d7b,12,2023-05-05
1614,4,b85d7b,11,2023-05-05
1615,7,e04ff9,1,2023-05-08
1616,6,e04ff9,7,2023-05-08
1617,1,e04ff9,4,2023-05-08
1618,3,e04ff9,7,2023-05-08
1619,7,"1c192d",8,2023-05-08
1620,6,"1c192d",3,2023-05-08
1621,1,"1c192d",9,2023-05-08
1622,3,"1c192d",9,2023-05-08
1623,7,dcdc9b,10,2023-05-08
1624,6,dcdc9b,11,2023-05-08
1625,1,dcdc9b,8,2023-05-08
1626,3,dcdc9b,4,2023-05-08
1627,7,"39be13",7,2023-05-08
1628,6,"39be13",2,2023-05-08
1629,1,"39be13",10,2023-05-08
1630,3,"39be13",2,2023-05-08
1631,3,"275dd5",6,2023-05-09
1632,5,"275dd5",9,2023-05-09
1633,7,"275dd5",1,2023-05-09
1634,2,"275dd5",4,2023-05-09
1635,3,decb92,8,2023-05-09
1636,5,decb92,3,2023-05-09
1637,7,decb92,9,2023-05-09
1638,2,decb92,4,2023-05-09
1639,3,"047011",6,2023-05-09
1640,5,"047011",10,2023-05-09
1641,7,"047011",6,2023-05-09
1642,2,"047011",12,2023-05-09
1643,3,b9b00b,11,2023-05-09
1644,5,b9b00b,5,2023-05-09
1645,7,b9b00b,2,2023-05-09
1646,2,b9b00b,12,2023-05-09
1647,3,ab288c,10,2023-05-09
1648,5,ab288c,10,2023-05-09
1649,7,ab288c,4,2023-05-09
1650,2,ab288c,3,2023-05-09
1651,2,"6f234a",1,2023-05-10
1652,7,"6f234a",6,2023-05-10
1653,5,"6f234a",10,2023-05-10
1654,4,"6f234a",2,2023-05-10
1655,6,"6f234a",8,2023-05-10
1656,2,"98059a",7,2023-05-10
1657,7,"98059a",3,2023-05-10
1658,5,"98059a",8,2023-05-10
1659,4,"98059a",6,2023-05-10
1660,6,"98059a",11,2023-05-10
1661,2,"960b19",8,2023-05-10
1662,7,"960b19",9,2023-05-10
1663,5,"960b19",10,2023-05-10
1664,4,"960b19",6,2023-05-10
1665,6,"960b19",11,2023-05-10
1666,2,b706e0,7,2023-05-10
1667,7,b706e0,5,2023-05-10
1668,5,b706e0,11,2023-05-10
1669,4,b706e0,12,2023-05-10
1670,6,b706e0,8,2023-05-10
1671,5,"3fb3e7",1,2023-05-11
1672,1,"3fb3e7",11,2023-05-11
1673,4,"3fb3e7",12,2023-05-11
1674,7,"3fb3e7",11,2023-05-11
1675,5,"1e77b0",7,2023-05-11
1676,1,"1e77b0",3,2023-05-11
1677,4,"1e77b0",5,2023-05-11
1678,7,"1e77b0",4,2023-05-11
1679,5,"1c192d",12,2023-05-11
1680,1,"1c192d",9,2023-05-11
1681,4,"1c192d",1,2023-05-11
1682,7,"1c192d",6,2023-05-11
1683,5,"275dd5",7,2023-05-11
1684,1,"275dd5",8,2023-05-11
1685,4,"275dd5",2,2023-05-11
1686,7,"275dd5",7,2023-05-11
1687,5,"7bfb92",2,2023-05-11
1688,1,"7bfb92",9,2023-05-11
1689,4,"7bfb92",12,2023-05-11
1690,7,"7bfb92",10,2023-05-11
1691,5,b85d7b,9,2023-05-12
1692,4,b85d7b,4,2023-05-12
1693,2,b85d7b,9,2023-05-12
1694,8,b85d7b,5,2023-05-12
1695,1,b85d7b,10,2023-05-12
1696,5,"11b9cb",2,2023-05-12
1697,4,"11b9cb",5,2023-05-12
1698,2,"11b9cb",1,2023-05-12
1699,8,"11b9cb",6,2023-05-12
1700,1,"11b9cb",3,2023-05-12
1701,5,b39cee,9,2023-05-12
1702,4,b39cee,2,2023-05-12
1703,2,b39cee,8,2023-05-12
1704,8,b39cee,1,2023-05-12
1705,1,b39cee,12,2023-05-12
1706,5,"3762de",8,2023-05-12
1707,4,"3762de",4,2023-05-12
1708,2,"3762de",12,2023-05-12
1709,8,"3762de",5,2023-05-12
1710,1,"3762de",12,2023-05-12
1711,5,"83d833",1,2023-05-12
1712,4,"83d833",2,2023-05-12
1713,2,"83d833",11,2023-05-12
1714,8,"83d833",11,2023-05-12
1715,1,"83d833",3,2023-05-12
1716,6,"960b19",12,2023-05-15
1717,7,"960b19",3,2023-05-15
1718,2,"960b19",11,2023-05-15
1719,1,"960b19",11,2023-05-15
1720,6,edbed6,11,2023-05-15
1721,7,edbed6,1,2023-05-15
1722,2,edbed6,2,2023-05-15
1723,1,edbed6,10,2023-05-15
1724,6,"1e77b0",11,2023-05-15
1725,7,"1e77b0",5,2023-05-15
1726,2,"1e77b0",7,2023-05-15
1727,1,"1e77b0",8,2023-05-15
1728,6,b85d7b,1,2023-05-15
1729,7,b85d7b,10,2023-05-15
1730,2,b85d7b,7,2023-05-15
1731,1,b85d7b,11,2023-05-15
1732,6,"047011",1,2023-05-16
1733,1,"047011",11,2023-05-16
1734,5,"047011",8,2023-05-16
1735,3,"047011",12,2023-05-16
1736,8,"047011",2,2023-05-16
1737,6,a2befa,1,2023-05-16
1738,1,a2befa,12,2023-05-16
1739,5,a2befa,9,2023-05-16
1740,3,a2befa,8,2023-05-16
1741,8,a2befa,7,2023-05-16
1742,6,"929b52",3,2023-05-16
1743,1,"929b52",2,2023-05-16
1744,5,"929b52",9,2023-05-16
1745,3,"929b52",10,2023-05-16
1746,8,"929b52",10,2023-05-16
1747,6,"6f7010",5,2023-05-16
1748,1,"6f7010",2,2023-05-16
1749,5,"6f7010",12,2023-05-16
1750,3,"6f7010",7,2023-05-16
1751,8,"6f7010",4,2023-05-16
1752,6,edbed6,12,2023-05-16
1753,1,edbed6,10,2023-05-16
1754,5,edbed6,7,2023-05-16
1755,3,edbed6,11,2023-05-16
1756,8,edbed6,5,2023-05-16
1757,2,"3fb3e7",9,2023-05-17
1758,7,"3fb3e7",2,2023-05-17
1759,6,"3fb3e7",10,2023-05-17
1760,4,"3fb3e7",9,2023-05-17
1761,2,"98059a",12,2023-05-17
1762,7,"98059a",4,2023-05-17
1763,6,"98059a",10,2023-05-17
1764,4,"98059a",8,2023-05-17
1765,2,"1e77b0",6,2023-05-17
1766,7,"1e77b0",1,2023-05-17
1767,6,"1e77b0",10,2023-05-17
1768,4,"1e77b0",9,2023-05-17
1769,2,b85d7b,7,2023-05-17
1770,7,b85d7b,11,2023-05-17
1771,6,b85d7b,5,2023-05-17
1772,4,b85d7b,9,2023-05-17
1773,2,b39cee,8,2023-05-17
1774,7,b39cee,12,2023-05-17
1775,6,b39cee,12,2023-05-17
1776,4,b39cee,5,2023-05-17
1777,3,"7bfb92",10,2023-05-18
1778,5,"7bfb92",11,2023-05-18
1779,4,"7bfb92",5,2023-05-18
1780,1,"7bfb92",4,2023-05-18
1781,3,c77731,1,2023-05-18
1782,5,c77731,7,2023-05-18
1783,4,c77731,6,2023-05-18
1784,1,c77731,6,2023-05-18
1785,3,b723f5,12,2023-05-18
1786,5,b723f5,12,2023-05-18
1787,4,b723f5,5,2023-05-18
1788,1,b723f5,2,2023-05-18
1789,3,d0ce45,9,2023-05-18
1790,5,d0ce45,9,2023-05-18
1791,4,d0ce45,12,2023-05-18
1792,1,d0ce45,1,2023-05-18
1793,7,"6f7010",7,2023-05-19
1794,4,"6f7010",3,2023-05-19
1795,3,"6f7010",1,2023-05-19
1796,2,"6f7010",6,2023-05-19
1797,7,bbdcca,8,2023-05-19
1798,4,bbdcca,2,2023-05-19
1799,3,bbdcca,2,2023-05-19
1800,2,bbdcca,10,2023-05-19
1801,7,"929b52",10,2023-05-19
1802,4,"929b52",7,2023-05-19
1803,3,"929b52",10,2023-05-19
1804,2,"929b52",6,2023-05-19
1805,7,e04ff9,7,2023-05-19
1806,4,e04ff9,6,2023-05-19
1807,3,e04ff9,10,2023-05-19
1808,2,e04ff9,12,2023-05-19
1809,7,c77731,6,2023-05-19
1810,4,c77731,12,2023-05-19
1811,3,c77731,12,2023-05-19
1812,2,c77731,7,2023-05-19
1813,6,"3762de",6,2023-05-22
1814,3,"3762de",4,2023-05-22
1815,4,"3762de",8,2023-05-22
1816,5,"3762de",2,2023-05-22
1817,1,"3762de",2,2023-05-22
1818,6,d0ce45,12,2023-05-22
1819,3,d0ce45,2,2023-05-22
1820,4,d0ce45,6,2023-05-22
1821,5,d0ce45,7,2023-05-22
1822,1,d0ce45,1,2023-05-22
1823,6,"2d30ec",5,2023-05-22
1824,3,"2d30ec",5,2023-05-22
1825,4,"2d30ec",11,2023-05-22
1826,5,"2d30ec",6,2023-05-22
1827,1,"2d30ec",4,2023-05-22
1828,6,e62b25,3,2023-05-22
1829,3,e62b25,3,2023-05-22
1830,4,e62b25,12,2023-05-22
1831,5,e62b25,10,2023-05-22
1832,1,e62b25,3,2023-05-22
1833,6,a482ef,6,2023-05-22
1834,3,a482ef,6,2023-05-22
1835,4,a482ef,2,2023-05-22
1836,5,a482ef,12,2023-05-22
1837,1,a482ef,12,2023-05-22
1838,8,"6f234a",5,2023-05-23
1839,7,"6f234a",10,2023-05-23
1840,3,"6f234a",9,2023-05-23
1841,2,"6f234a",11,2023-05-23
1842,4,"6f234a",3,2023-05-23
1843,8,b723f5,4,2023-05-23
1844,7,b723f5,1,2023-05-23
1845,3,b723f5,12,2023-05-23
1846,2,b723f5,10,2023-05-23
1847,4,b723f5,10,2023-05-23
1848,8,"98059a",2,2023-05-23
1849,7,"98059a",8,2023-05-23
1850,3,"98059a",7,2023-05-23
1851,2,"98059a",2,2023-05-23
1852,4,"98059a",5,2023-05-23
1853,8,"1c192d",7,2023-05-23
1854,7,"1c192d",10,2023-05-23
1855,3,"1c192d",6,2023-05-23
1856,2,"1c192d",8,2023-05-23
1857,4,"1c192d",7,2023-05-23
1858,8,a2befa,9,2023-05-23
1859,7,a2befa,10,2023-05-23
1860,3,a2befa,5,2023-05-23
1861,2,a2befa,7,2023-05-23
1862,4,a2befa,6,2023-05-23
1863,3,c91a13,4,2023-05-24
1864,2,c91a13,11,2023-05-24
1865,4,c91a13,2,2023-05-24
1866,8,c91a13,5,2023-05-24
1867,7,c91a13,1,2023-05-24
1868,3,eabec7,11,2023-05-24
1869,2,eabec7,5,2023-05-24
1870,4,eabec7,8,2023-05-24
1871,8,eabec7,1,2023-05-24
1872,7,eabec7,10,2023-05-24
1873,3,b85d7b,6,2023-05-24
1874,2,b85d7b,4,2023-05-24
1875,4,b85d7b,1,2023-05-24
1876,8,b85d7b,9,2023-05-24
1877,7,b85d7b,9,2023-05-24
1878,3,"6f234a",6,2023-05-24
1879,2,"6f234a",5,2023-05-24
1880,4,"6f234a",10,2023-05-24
1881,8,"6f234a",9,2023-05-24
1882,7,"6f234a",6,2023-05-24
1883,6,b723f5,4,2023-05-25
1884,3,b723f5,11,2023-05-25
1885,5,b723f5,3,2023-05-25
1886,2,b723f5,7,2023-05-25
1887,4,b723f5,6,2023-05-25
1888,6,e62b25,10,2023-05-25
1889,3,e62b25,4,2023-05-25
1890,5,e62b25,6,2023-05-25
1891,2,e62b25,1,2023-05-25
1892,4,e62b25,5,2023-05-25
1893,6,"98059a",6,2023-05-25
1894,3,"98059a",3,2023-05-25
1895,5,"98059a",6,2023-05-25
1896,2,"98059a",1,2023-05-25
1897,4,"98059a",10,2023-05-25
1898,6,"6f234a",10,2023-05-25
1899,3,"6f234a",7,2023-05-25
1900,5,"6f234a",8,2023-05-25
1901,2,"6f234a",10,2023-05-25
1902,4,"6f234a",8,2023-05-25
1903,4,b706e0,11,2023-05-26
1904,3,b706e0,11,2023-05-26
1905,5,b706e0,9,2023-05-26
1906,8,b706e0,10,2023-05-26
1907,4,"2d2957",3,2023-05-26
1908,3,"2d2957",10,2023-05-26
1909,5,"2d2957",4,2023-05-26
1910,8,"2d2957",11,2023-05-26
1911,4,eabec7,5,2023-05-26
1912,3,eabec7,7,2023-05-26
1913,5,eabec7,12,2023-05-26
1914,8,eabec7,8,2023-05-26
1915,4,ab288c,3,2023-05-26
1916,3,ab288c,11,2023-05-26
1917,5,ab288c,12,2023-05-26
1918,8,ab288c,7,2023-05-26
1919,3,ed3bef,10,2023-05-29
1920,1,ed3bef,6,2023-05-29
1921,8,ed3bef,12,2023-05-29
1922,7,ed3bef,8,2023-05-29
1923,3,"98059a",6,2023-05-29
1924,1,"98059a",11,2023-05-29
1925,8,"98059a",12,2023-05-29
1926,7,"98059a",6,2023-05-29
1927,3,"6f7010",4,2023-05-29
1928,1,"6f7010",6,2023-05-29
1929,8,"6f7010",10,2023-05-29
1930,7,"6f7010",5,2023-05-29
1931,3,"0a8153",6,2023-05-29
1932,1,"0a8153",11,2023-05-29
1933,8,"0a8153",9,2023-05-29
1934,7,"0a8153",9,2023-05-29
1935,6,"2d2957",7,2023-05-30
1936,2,"2d2957",10,2023-05-30
1937,1,"2d2957",9,2023-05-30
1938,8,"2d2957",10,2023-05-30
1939,3,"2d2957",3,2023-05-30
1940,6,"7bfb92",9,2023-05-30
1941,2,"7bfb92",7,2023-05-30
1942,1,"7bfb92",3,2023-05-30
1943,8,"7bfb92",7,2023-05-30
1944,3,"7bfb92",4,2023-05-30
1945,6,a67c06,1,2023-05-30
1946,2,a67c06,12,2023-05-30
1947,1,a67c06,12,2023-05-30
1948,8,a67c06,4,2023-05-30
1949,3,a67c06,5,2023-05-30
1950,6,e04ff9,4,2023-05-30
1951,2,e04ff9,1,2023-05-30
1952,1,e04ff9,6,2023-05-30
1953,8,e04ff9,7,2023-05-30
1954,3,e04ff9,6,2023-05-30
1955,6,dcdc9b,8,2023-05-30
1956,2,dcdc9b,5,2023-05-30
1957,1,dcdc9b,5,2023-05-30
1958,8,dcdc9b,3,2023-05-30
1959,3,dcdc9b,3,2023-05-30
1960,6,"98059a",4,2023-05-31
1961,4,"98059a",2,2023-05-31
1962,1,"98059a",3,2023-05-31
1963,8,"98059a",10,2023-05-31
1964,7,"98059a",12,2023-05-31
1965,6,"6f7010",3,2023-05-31
1966,4,"6f7010",2,2023-05-31
1967,1,"6f7010",9,2023-05-31
1968,8,"6f7010",10,2023-05-31
1969,7,"6f7010",7,2023-05-31
1970,6,"3fb3e7",3,2023-05-31
1971,4,"3fb3e7",3,2023-05-31
1972,1,"3fb3e7",1,2023-05-31
1973,8,"3fb3e7",8,2023-05-31
1974,7,"3fb3e7",5,2023-05-31
1975,6,c91a13,2,2023-05-31
1976,4,c91a13,2,2023-05-31
1977,1,c91a13,9,2023-05-31
1978,8,c91a13,9,2023-05-31
1979,7,c91a13,7,2023-05-31
1980,6,a482ef,9,2023-05-31
1981,4,a482ef,9,2023-05-31
1982,1,a482ef,7,2023-05-31
1983,8,a482ef,5,2023-05-31
1984,7,a482ef,11,2023-05-31
1985,6,"39be13",9,2023-06-01
1986,7,"39be13",10,2023-06-01
1987,4,"39be13",6,2023-06-01
1988,2,"39be13",6,2023-06-01
1989,5,"39be13",11,2023-06-01
1990,6,"275dd5",11,2023-06-01
1991,7,"275dd5",8,2023-06-01
1992,4,"275dd5",2,2023-06-01
1993,2,"275dd5",11,2023-06-01
1994,5,"275dd5",10,2023-06-01
1995,6,"40e0fe",2,2023-06-01
1996,7,"40e0fe",5,2023-06-01
1997,4,"40e0fe",1,2023-06-01
1998,2,"40e0fe",12,2023-06-01
1999,5,"40e0fe",6,2023-06-01
2000,6,b723f5,7,2023-06-01
2001,7,b723f5,6,2023-06-01
2002,4,b723f5,10,2023-06-01
2003,2,b723f5,4,2023-06-01
2004,5,b723f5,5,2023-06-01
2005,6,"549cec",10,2023-06-01
2006,7,"549cec",6,2023-06-01
2007,4,"549cec",11,2023-06-01
2008,2,"549cec",10,2023-06-01
2009,5,"549cec",11,2023-06-01
2010,8,"83d833",12,2023-06-02
2011,3,"83d833",3,2023-06-02
2012,1,"83d833",7,2023-06-02
2013,5,"83d833",3,2023-06-02
2014,8,bbdcca,7,2023-06-02
2015,3,bbdcca,5,2023-06-02
2016,1,bbdcca,10,2023-06-02
2017,5,bbdcca,10,2023-06-02
2018,8,"7b268b",11,2023-06-02
2019,3,"7b268b",5,2023-06-02
2020,1,"7b268b",9,2023-06-02
2021,5,"7b268b",11,2023-06-02
2022,8,"40e0fe",1,2023-06-02
2023,3,"40e0fe",4,2023-06-02
2024,1,"40e0fe",3,2023-06-02
2025,5,"40e0fe",2,2023-06-02
2026,6,b93755,2,2023-06-05
2027,8,b93755,9,2023-06-05
2028,1,b93755,5,2023-06-05
2029,2,b93755,1,2023-06-05
2030,5,b93755,1,2023-06-05
2031,6,"1c192d",2,2023-06-05
2032,8,"1c192d",4,2023-06-05
2033,1,"1c192d",11,2023-06-05
2034,2,"1c192d",7,2023-06-05
2035,5,"1c192d",8,2023-06-05
2036,6,c77731,4,2023-06-05
2037,8,c77731,12,2023-06-05
2038,1,c77731,4,2023-06-05
2039,2,c77731,11,2023-06-05
2040,5,c77731,1,2023-06-05
2041,6,"275dd5",8,2023-06-05
2042,8,"275dd5",12,2023-06-05
2043,1,"275dd5",3,2023-06-05
2044,2,"275dd5",5,2023-06-05
2045,5,"275dd5",5,2023-06-05
2046,5,"7bfb92",2,2023-06-06
2047,2,"7bfb92",1,2023-06-06
2048,4,"7bfb92",10,2023-06-06
2049,7,"7bfb92",10,2023-06-06
2050,6,"7bfb92",5,2023-06-06
2051,5,e62b25,6,2023-06-06
2052,2,e62b25,5,2023-06-06
2053,4,e62b25,9,2023-06-06
2054,7,e62b25,5,2023-06-06
2055,6,e62b25,7,2023-06-06
2056,5,dcdc9b,9,2023-06-06
2057,2,dcdc9b,8,2023-06-06
2058,4,dcdc9b,11,2023-06-06
2059,7,dcdc9b,7,2023-06-06
2060,6,dcdc9b,4,2023-06-06
2061,5,"047011",3,2023-06-06
2062,2,"047011",1,2023-06-06
2063,4,"047011",4,2023-06-06
2064,7,"047011",3,2023-06-06
2065,6,"047011",9,2023-06-06
2066,5,b723f5,10,2023-06-06
2067,2,b723f5,5,2023-06-06
2068,4,b723f5,12,2023-06-06
2069,7,b723f5,1,2023-06-06
2070,6,b723f5,12,2023-06-06
2071,3,bbdcca,5,2023-06-07
2072,2,bbdcca,12,2023-06-07
2073,5,bbdcca,1,2023-06-07
2074,4,bbdcca,10,2023-06-07
2075,6,bbdcca,7,2023-06-07
2076,3,"000a1b",8,2023-06-07
2077,2,"000a1b",5,2023-06-07
2078,5,"000a1b",2,2023-06-07
2079,4,"000a1b",5,2023-06-07
2080,6,"000a1b",1,2023-06-07
2081,3,b931ea,2,2023-06-07
2082,2,b931ea,2,2023-06-07
2083,5,b931ea,1,2023-06-07
2084,4,b931ea,11,2023-06-07
2085,6,b931ea,11,2023-06-07
2086,3,"5f76a8",1,2023-06-07
2087,2,"5f76a8",3,2023-06-07
2088,5,"5f76a8",6,2023-06-07
2089,4,"5f76a8",1,2023-06-07
2090,6,"5f76a8",12,2023-06-07
2091,3,b9b00b,3,2023-06-07
2092,2,b9b00b,8,2023-06-07
2093,5,b9b00b,8,2023-06-07
2094,4,b9b00b,1,2023-06-07
2095,6,b9b00b,8,2023-06-07
2096,8,b706e0,11,2023-06-08
2097,4,b706e0,11,2023-06-08
2098,5,b706e0,12,2023-06-08
2099,1,b706e0,10,2023-06-08
2100,3,b706e0,3,2023-06-08
2101,8,"3762de",2,2023-06-08
2102,4,"3762de",10,2023-06-08
2103,5,"3762de",12,2023-06-08
2104,1,"3762de",9,2023-06-08
2105,3,"3762de",3,2023-06-08
2106,8,"80cc75",11,2023-06-08
2107,4,"80cc75",6,2023-06-08
2108,5,"80cc75",1,2023-06-08
2109,1,"80cc75",4,2023-06-08
2110,3,"80cc75",3,2023-06-08
2111,8,ed3bef,6,2023-06-08
2112,4,ed3bef,12,2023-06-08
2113,5,ed3bef,7,2023-06-08
2114,1,ed3bef,8,2023-06-08
2115,3,ed3bef,11,2023-06-08
2116,3,a67c06,12,2023-06-09
2117,8,a67c06,7,2023-06-09
2118,2,a67c06,8,2023-06-09
2119,1,a67c06,3,2023-06-09
2120,7,a67c06,12,2023-06-09
2121,3,"2d30ec",1,2023-06-09
2122,8,"2d30ec",1,2023-06-09
2123,2,"2d30ec",12,2023-06-09
2124,1,"2d30ec",9,2023-06-09
2125,7,"2d30ec",4,2023-06-09
2126,3,"5f76a8",10,2023-06-09
2127,8,"5f76a8",9,2023-06-09
2128,2,"5f76a8",4,2023-06-09
2129,1,"5f76a8",8,2023-06-09
2130,7,"5f76a8",10,2023-06-09
2131,3,"40e0fe",7,2023-06-09
2132,8,"40e0fe",4,2023-06-09
2133,2,"40e0fe",12,2023-06-09
2134,1,"40e0fe",9,2023-06-09
2135,7,"40e0fe",9,2023-06-09
2136,4,"2d30ec",12,2023-06-12
2137,1,"2d30ec",3,2023-06-12
2138,5,"2d30ec",3,2023-06-12
2139,2,"2d30ec",2,2023-06-12
2140,6,"2d30ec",9,2023-06-12
2141,4,"3762de",6,2023-06-12
2142,1,"3762de",6,2023-06-12
2143,5,"3762de",2,2023-06-12
2144,2,"3762de",11,2023-06-12
2145,6,"3762de",2,2023-06-12
2146,4,e04ff9,10,2023-06-12
2147,1,e04ff9,9,2023-06-12
2148,5,e04ff9,12,2023-06-12
2149,2,e04ff9,9,2023-06-12
2150,6,e04ff9,1,2023-06-12
2151,4,b723f5,12,2023-06-12
2152,1,b723f5,7,2023-06-12
2153,5,b723f5,6,2023-06-12
2154,2,b723f5,12,2023-06-12
2155,6,b723f5,10,2023-06-12
2156,4,"5f76a8",8,2023-06-12
2157,1,"5f76a8",3,2023-06-12
2158,5,"5f76a8",3,2023-06-12
2159,2,"5f76a8",9,2023-06-12
2160,6,"5f76a8",2,2023-06-12
2161,3,a06b5a,10,2023-06-13
2162,2,a06b5a,9,2023-06-13
2163,1,a06b5a,10,2023-06-13
2164,8,a06b5a,5,2023-06-13
2165,6,a06b5a,12,2023-06-13
2166,3,"7bfb92",8,2023-06-13
2167,2,"7bfb92",9,2023-06-13
2168,1,"7bfb92",1,2023-06-13
2169,8,"7bfb92",3,2023-06-13
2170,6,"7bfb92",2,2023-06-13
2171,3,"807817",5,2023-06-13
2172,2,"807817",2,2023-06-13
2173,1,"807817",9,2023-06-13
2174,8,"807817",7,2023-06-13
2175,6,"807817",8,2023-06-13
2176,3,"2d2957",5,2023-06-13
2177,2,"2d2957",1,2023-06-13
2178,1,"2d2957",4,2023-06-13
2179,8,"2d2957",6,2023-06-13
2180,6,"2d2957",3,2023-06-13
2181,3,"83d833",1,2023-06-13
2182,2,"83d833",4,2023-06-13
2183,1,"83d833",2,2023-06-13
2184,8,"83d833",11,2023-06-13
2185,6,"83d833",1,2023-06-13
2186,8,edbed6,1,2023-06-14
2187,6,edbed6,2,2023-06-14
2188,4,edbed6,8,2023-06-14
2189,1,edbed6,2,2023-06-14
2190,7,edbed6,5,2023-06-14
2191,8,"3fb3e7",3,2023-06-14
2192,6,"3fb3e7",4,2023-06-14
